,ID,Tuổi,Giới tính,Ngành nghề,Tình trạng hôn nhân
1657,1658,26,Nam,Công việc tự do,Độc thân
1658,1659,30,Nam,Công nhân,Đã kết hôn
1659,1660,27,Nữ,Công việc tự do,Khác
1660,1661,27,Nữ,Sinh viên,Độc thân
1661,1662,24,Nữ,Công việc tự do,Độc thân
1662,1663,18,Nam,Công việc tự do,Độc thân
1663,1664,24,Nữ,Sinh viên,Độc thân
1664,1665,27,Nam,Công nhân,Độc thân
1665,1666,22,Nam,Công việc tự do,Đã kết hôn
1666,1667,23,Nữ,Nhân viên văn phòng,Độc thân
1667,1668,27,Nữ,Công việc tự do,Độc thân
1668,1669,24,Nữ,Công nhân,Đã kết hôn
1669,1670,22,Nam,Công chức,Độc thân
1670,1671,24,Nữ,Thất nghiệp,Độc thân
1671,1672,26,Nam,Sinh viên,Độc thân
1672,1673,20,Nữ,Công chức,Độc thân
1673,1674,25,Nữ,Công nhân,Độc thân
1674,1675,19,Nam,Kinh doanh,Độc thân
1675,1676,28,Nam,Thất nghiệp,Đã kết hôn
1676,1677,24,Nữ,Công chức,Đã kết hôn
1677,1678,30,Nữ,Công việc tự do,Đã kết hôn
1678,1679,19,Nữ,Thất nghiệp,Độc thân
1679,1680,21,Nữ,Công việc tự do,Đã kết hôn
1680,1681,24,Nữ,Sinh viên,Độc thân
1681,1682,20,Nam,Công việc tự do,Độc thân
1682,1683,19,Nam,Thất nghiệp,Độc thân
1683,1684,28,Nam,Nhân viên văn phòng,Độc thân
1684,1685,27,Nam,Nhân viên văn phòng,Độc thân
1685,1686,24,Nữ,Công chức,Độc thân
1686,1687,18,Nam,Công nhân,Khác
1687,1688,25,Nam,Sinh viên,Độc thân
1688,1689,20,Nam,Kinh doanh,Đã kết hôn
1689,1690,29,Nữ,Công chức,Độc thân
1690,1691,29,Nam,Công nhân,Độc thân
1691,1692,30,Nữ,Sinh viên,Độc thân
1692,1693,19,Nam,Thất nghiệp,Độc thân
1693,1694,20,Nữ,Sinh viên,Độc thân
1694,1695,22,Nam,Thất nghiệp,Độc thân
1695,1696,28,Nữ,Công chức,Độc thân
1696,1697,25,Nam,Công nhân,Độc thân
1697,1698,27,Nữ,Công nhân,Đã kết hôn
1698,1699,24,Nữ,Công việc tự do,Độc thân
1699,1700,24,Nam,Kinh doanh,Độc thân
1700,1701,29,Nữ,Nhân viên văn phòng,Đã kết hôn
1701,1702,24,Nữ,Công việc tự do,Độc thân
1702,1703,25,Nam,Sinh viên,Đã kết hôn
1703,1704,18,Nam,Kinh doanh,Đã kết hôn
1704,1705,21,Nữ,Kinh doanh,Khác
1705,1706,30,Nam,Công nhân,Độc thân
1706,1707,23,Nam,Kinh doanh,Độc thân
1707,1708,26,Nam,Công chức,Độc thân
1708,1709,30,Nữ,Kinh doanh,Độc thân
1709,1710,19,Nữ,Sinh viên,Độc thân
1710,1711,18,Nữ,Công chức,Độc thân
1711,1712,30,Nữ,Công chức,Đã kết hôn
1712,1713,27,Nữ,Công việc tự do,Độc thân
1713,1714,29,Nữ,Kinh doanh,Đã kết hôn
1714,1715,19,Nữ,Công nhân,Đã kết hôn
1715,1716,24,Nam,Thất nghiệp,Độc thân
1716,1717,20,Nữ,Công việc tự do,Độc thân
1717,1718,27,Nữ,Công nhân,Độc thân
1718,1719,19,Nam,Kinh doanh,Khác
1719,1720,28,Nam,Công việc tự do,Độc thân
1720,1721,24,Nam,Kinh doanh,Độc thân
1721,1722,30,Nữ,Sinh viên,Độc thân
1722,1723,30,Nam,Công việc tự do,Đã kết hôn
1723,1724,19,Nữ,Công nhân,Đã kết hôn
1724,1725,20,Nữ,Sinh viên,Độc thân
1725,1726,28,Nữ,Nhân viên văn phòng,Độc thân
1726,1727,24,Nam,Công nhân,Độc thân
1727,1728,21,Nam,Thất nghiệp,Độc thân
1728,1729,30,Nữ,Kinh doanh,Đã kết hôn
1729,1730,18,Nữ,Công nhân,Đã kết hôn
1730,1731,30,Nữ,Nhân viên văn phòng,Đã kết hôn
1731,1732,22,Nam,Công nhân,Độc thân
1732,1733,29,Nữ,Sinh viên,Độc thân
1733,1734,26,Nam,Công chức,Độc thân
1734,1735,25,Nữ,Công nhân,Độc thân
1735,1736,29,Nam,Công việc tự do,Độc thân
1736,1737,26,Nữ,Thất nghiệp,Đã kết hôn
1737,1738,27,Nam,Nhân viên văn phòng,Độc thân
1738,1739,26,Nam,Công nhân,Đã kết hôn
1739,1740,24,Nam,Nhân viên văn phòng,Độc thân
1740,1741,21,Nam,Công chức,Độc thân
1741,1742,22,Nam,Sinh viên,Độc thân
1742,1743,18,Nam,Công việc tự do,Độc thân
1743,1744,18,Nữ,Kinh doanh,Độc thân
1744,1745,20,Nữ,Công nhân,Đã kết hôn
1745,1746,30,Nữ,Sinh viên,Độc thân
1746,1747,25,Nữ,Nhân viên văn phòng,Đã kết hôn
1747,1748,19,Nam,Công chức,Đã kết hôn
1748,1749,21,Nữ,Thất nghiệp,Độc thân
1749,1750,19,Nam,Nhân viên văn phòng,Đã kết hôn
1750,1751,22,Nam,Thất nghiệp,Độc thân
1751,1752,26,Nam,Công chức,Đã kết hôn
1752,1753,18,Nữ,Thất nghiệp,Độc thân
1753,1754,22,Nam,Công chức,Độc thân
1754,1755,26,Nữ,Sinh viên,Độc thân
1755,1756,18,Nữ,Công nhân,Độc thân
1756,1757,26,Nữ,Kinh doanh,Đã kết hôn
1757,1758,25,Nữ,Công nhân,Đã kết hôn
1758,1759,21,Nữ,Công việc tự do,Đã kết hôn
1759,1760,29,Nam,Công nhân,Độc thân
1760,1761,28,Nam,Công chức,Độc thân
1761,1762,27,Nữ,Công chức,Độc thân
1762,1763,22,Nam,Công việc tự do,Độc thân
1763,1764,30,Nữ,Nhân viên văn phòng,Độc thân
1764,1765,22,Nam,Công chức,Độc thân
1765,1766,28,Nam,Công việc tự do,Độc thân
1766,1767,29,Nam,Công chức,Độc thân
1767,1768,23,Nam,Kinh doanh,Độc thân
1768,1769,24,Nam,Công chức,Độc thân
1769,1770,25,Nam,Sinh viên,Đã kết hôn
1770,1771,25,Nam,Công việc tự do,Độc thân
1771,1772,28,Nam,Thất nghiệp,Đã kết hôn
1772,1773,30,Nam,Công nhân,Độc thân
1773,1774,19,Nam,Công việc tự do,Đã kết hôn
1774,1775,26,Nam,Nhân viên văn phòng,Độc thân
1775,1776,24,Nam,Công chức,Độc thân
1776,1777,21,Nam,Công việc tự do,Độc thân
1777,1778,21,Nữ,Kinh doanh,Đã kết hôn
1778,1779,28,Nam,Công việc tự do,Độc thân
1779,1780,25,Nam,Kinh doanh,Độc thân
1780,1781,21,Nam,Công chức,Đã kết hôn
1781,1782,30,Nam,Công nhân,Độc thân
1782,1783,23,Nam,Công chức,Độc thân
1783,1784,22,Nam,Nhân viên văn phòng,Độc thân
1784,1785,20,Nữ,Sinh viên,Độc thân
1785,1786,30,Nữ,Công nhân,Độc thân
1786,1787,27,Nữ,Công nhân,Độc thân
1787,1788,28,Nam,Sinh viên,Khác
1788,1789,19,Nam,Công việc tự do,Đã kết hôn
1789,1790,26,Nam,Công chức,Độc thân
1790,1791,27,Nữ,Công việc tự do,Độc thân
1791,1792,26,Nam,Công việc tự do,Khác
1792,1793,18,Nam,Công chức,Đã kết hôn
1793,1794,27,Nữ,Nhân viên văn phòng,Đã kết hôn
1794,1795,20,Nữ,Công nhân,Độc thân
1795,1796,25,Nam,Kinh doanh,Đã kết hôn
1796,1797,23,Nam,Sinh viên,Đã kết hôn
1797,1798,22,Nam,Công nhân,Độc thân
1798,1799,22,Nam,Công việc tự do,Độc thân
1799,1800,23,Nữ,Sinh viên,Độc thân
1800,1801,24,Nam,Kinh doanh,Độc thân
1801,1802,18,Nam,Công nhân,Đã kết hôn
1802,1803,26,Nữ,Công nhân,Đã kết hôn
1803,1804,20,Nam,Nhân viên văn phòng,Đã kết hôn
1804,1805,21,Nam,Công nhân,Đã kết hôn
1805,1806,27,Nữ,Công nhân,Độc thân
1806,1807,18,Nữ,Kinh doanh,Độc thân
1807,1808,30,Nam,Kinh doanh,Đã kết hôn
1808,1809,28,Nữ,Sinh viên,Độc thân
1809,1810,27,Nữ,Công việc tự do,Độc thân
1810,1811,20,Nam,Kinh doanh,Độc thân
1811,1812,19,Nữ,Sinh viên,Độc thân
1812,1813,19,Nam,Công nhân,Độc thân
1813,1814,18,Nam,Sinh viên,Độc thân
1814,1815,25,Nam,Sinh viên,Độc thân
1815,1816,20,Nam,Sinh viên,Khác
1816,1817,20,Nữ,Công chức,Đã kết hôn
1817,1818,23,Nam,Sinh viên,Đã kết hôn
1818,1819,30,Nam,Kinh doanh,Độc thân
1819,1820,25,Nam,Thất nghiệp,Đã kết hôn
1820,1821,30,Nam,Thất nghiệp,Đã kết hôn
1821,1822,26,Nữ,Thất nghiệp,Độc thân
1822,1823,26,Nữ,Thất nghiệp,Khác
1823,1824,21,Nữ,Công chức,Độc thân
1824,1825,22,Nam,Công việc tự do,Đã kết hôn
1825,1826,19,Nữ,Sinh viên,Độc thân
1826,1827,28,Nữ,Nhân viên văn phòng,Độc thân
1827,1828,26,Nam,Thất nghiệp,Độc thân
1828,1829,25,Nữ,Công nhân,Độc thân
1829,1830,20,Nam,Thất nghiệp,Độc thân
1830,1831,28,Nữ,Thất nghiệp,Khác
1831,1832,29,Nữ,Công nhân,Khác
1832,1833,30,Nữ,Công chức,Khác
1833,1834,26,Nữ,Công nhân,Độc thân
1834,1835,20,Nam,Công nhân,Khác
1835,1836,26,Nam,Công chức,Độc thân
1836,1837,19,Nữ,Công nhân,Đã kết hôn
1837,1838,29,Nam,Sinh viên,Độc thân
1838,1839,27,Nữ,Thất nghiệp,Độc thân
1839,1840,26,Nữ,Công việc tự do,Khác
1840,1841,25,Nữ,Công chức,Đã kết hôn
1841,1842,26,Nữ,Nhân viên văn phòng,Độc thân
1842,1843,22,Nữ,Công chức,Đã kết hôn
1843,1844,28,Nữ,Kinh doanh,Độc thân
1844,1845,28,Nam,Nhân viên văn phòng,Đã kết hôn
1845,1846,19,Nam,Kinh doanh,Độc thân
1846,1847,25,Nữ,Công chức,Độc thân
1847,1848,29,Nam,Kinh doanh,Độc thân
1848,1849,23,Nữ,Nhân viên văn phòng,Độc thân
1849,1850,25,Nam,Sinh viên,Đã kết hôn
1850,1851,28,Nam,Công chức,Độc thân
1851,1852,22,Nam,Công chức,Độc thân
1852,1853,27,Nữ,Công nhân,Độc thân
1853,1854,19,Nam,Công chức,Độc thân
1854,1855,23,Nữ,Thất nghiệp,Đã kết hôn
1855,1856,22,Nữ,Thất nghiệp,Độc thân
1856,1857,29,Nữ,Công chức,Độc thân
1857,1858,30,Nam,Sinh viên,Độc thân
1858,1859,29,Nam,Công nhân,Độc thân
1859,1860,22,Nam,Công việc tự do,Đã kết hôn
1860,1861,30,Nữ,Kinh doanh,Độc thân
1861,1862,18,Nữ,Nhân viên văn phòng,Độc thân
1862,1863,19,Nam,Công việc tự do,Đã kết hôn
1863,1864,25,Nữ,Công nhân,Độc thân
1864,1865,30,Nam,Thất nghiệp,Đã kết hôn
1865,1866,30,Nam,Thất nghiệp,Độc thân
1866,1867,20,Nam,Thất nghiệp,Đã kết hôn
1867,1868,27,Nam,Sinh viên,Độc thân
1868,1869,20,Nữ,Thất nghiệp,Độc thân
1869,1870,25,Nam,Nhân viên văn phòng,Độc thân
1870,1871,25,Nam,Kinh doanh,Đã kết hôn
1871,1872,19,Nam,Công chức,Khác
1872,1873,25,Nam,Công chức,Độc thân
1873,1874,28,Nam,Công việc tự do,Đã kết hôn
1874,1875,30,Nam,Kinh doanh,Độc thân
1875,1876,30,Nam,Công nhân,Khác
1876,1877,18,Nữ,Kinh doanh,Đã kết hôn
1877,1878,23,Nữ,Sinh viên,Độc thân
1878,1879,25,Nữ,Công việc tự do,Đã kết hôn
1879,1880,20,Nữ,Công việc tự do,Độc thân
1880,1881,25,Nam,Sinh viên,Độc thân
1881,1882,29,Nữ,Kinh doanh,Độc thân
1882,1883,18,Nữ,Thất nghiệp,Đã kết hôn
1883,1884,28,Nữ,Sinh viên,Đã kết hôn
1884,1885,28,Nam,Thất nghiệp,Đã kết hôn
1885,1886,26,Nữ,Nhân viên văn phòng,Khác
1886,1887,30,Nữ,Sinh viên,Đã kết hôn
1887,1888,28,Nam,Thất nghiệp,Độc thân
1888,1889,30,Nữ,Kinh doanh,Độc thân
1889,1890,26,Nam,Thất nghiệp,Độc thân
1890,1891,22,Nữ,Sinh viên,Độc thân
1891,1892,27,Nam,Công nhân,Độc thân
1892,1893,21,Nữ,Công chức,Độc thân
1893,1894,28,Nữ,Sinh viên,Đã kết hôn
1894,1895,23,Nữ,Công chức,Đã kết hôn
1895,1896,29,Nam,Sinh viên,Độc thân
1896,1897,24,Nữ,Kinh doanh,Đã kết hôn
1897,1898,22,Nam,Nhân viên văn phòng,Độc thân
1898,1899,28,Nam,Nhân viên văn phòng,Đã kết hôn
1899,1900,30,Nam,Công chức,Độc thân
1900,1901,27,Nam,Kinh doanh,Độc thân
1901,1902,26,Nữ,Thất nghiệp,Đã kết hôn
1902,1903,20,Nữ,Kinh doanh,Độc thân
1903,1904,24,Nữ,Kinh doanh,Độc thân
1904,1905,27,Nam,Công nhân,Độc thân
1905,1906,27,Nữ,Công việc tự do,Độc thân
1906,1907,28,Nam,Sinh viên,Khác
1907,1908,22,Nam,Kinh doanh,Độc thân
1908,1909,24,Nam,Kinh doanh,Đã kết hôn
1909,1910,19,Nữ,Kinh doanh,Độc thân
1910,1911,21,Nữ,Nhân viên văn phòng,Độc thân
1911,1912,19,Nam,Kinh doanh,Độc thân
1912,1913,30,Nữ,Sinh viên,Đã kết hôn
1913,1914,30,Nữ,Thất nghiệp,Độc thân
1914,1915,29,Nam,Thất nghiệp,Độc thân
1915,1916,24,Nam,Kinh doanh,Độc thân
1916,1917,19,Nữ,Sinh viên,Độc thân
1917,1918,30,Nam,Công nhân,Đã kết hôn
1918,1919,28,Nam,Thất nghiệp,Độc thân
1919,1920,18,Nữ,Công việc tự do,Độc thân
1920,1921,26,Nữ,Nhân viên văn phòng,Độc thân
1921,1922,18,Nam,Sinh viên,Độc thân
1922,1923,25,Nữ,Thất nghiệp,Độc thân
1923,1924,19,Nam,Thất nghiệp,Độc thân
1924,1925,29,Nam,Công chức,Độc thân
1925,1926,25,Nữ,Công nhân,Độc thân
1926,1927,30,Nam,Công việc tự do,Độc thân
1927,1928,20,Nam,Công việc tự do,Đã kết hôn
1928,1929,23,Nam,Công việc tự do,Đã kết hôn
1929,1930,20,Nữ,Sinh viên,Độc thân
1930,1931,24,Nữ,Công nhân,Độc thân
1931,1932,27,Nữ,Kinh doanh,Đã kết hôn
1932,1933,26,Nam,Công chức,Đã kết hôn
1933,1934,19,Nam,Công nhân,Độc thân
1934,1935,29,Nữ,Công nhân,Đã kết hôn
1935,1936,29,Nữ,Thất nghiệp,Đã kết hôn
1936,1937,22,Nữ,Công nhân,Độc thân
1937,1938,30,Nam,Sinh viên,Độc thân
1938,1939,23,Nữ,Công chức,Đã kết hôn
1939,1940,21,Nam,Sinh viên,Độc thân
1940,1941,21,Nữ,Công chức,Đã kết hôn
1941,1942,21,Nam,Công chức,Đã kết hôn
1942,1943,19,Nam,Thất nghiệp,Đã kết hôn
1943,1944,21,Nữ,Sinh viên,Độc thân
1944,1945,28,Nam,Công chức,Độc thân
1945,1946,18,Nữ,Công nhân,Độc thân
1946,1947,29,Nam,Sinh viên,Đã kết hôn
1947,1948,23,Nam,Công chức,Đã kết hôn
1948,1949,18,Nữ,Công việc tự do,Độc thân
1949,1950,27,Nam,Sinh viên,Độc thân
1950,1951,23,Nữ,Thất nghiệp,Đã kết hôn
1951,1952,18,Nữ,Nhân viên văn phòng,Khác
1952,1953,23,Nữ,Sinh viên,Độc thân
1953,1954,27,Nam,Sinh viên,Độc thân
1954,1955,25,Nam,Sinh viên,Đã kết hôn
1955,1956,28,Nam,Công chức,Đã kết hôn
1956,1957,19,Nữ,Sinh viên,Khác
1957,1958,19,Nữ,Nhân viên văn phòng,Độc thân
1958,1959,30,Nam,Kinh doanh,Độc thân
1959,1960,29,Nam,Sinh viên,Độc thân
1960,1961,21,Nữ,Công việc tự do,Đã kết hôn
1961,1962,28,Nam,Nhân viên văn phòng,Đã kết hôn
1962,1963,20,Nữ,Kinh doanh,Khác
1963,1964,21,Nam,Công chức,Độc thân
1964,1965,30,Nữ,Sinh viên,Đã kết hôn
1965,1966,29,Nam,Kinh doanh,Độc thân
1966,1967,24,Nam,Công việc tự do,Độc thân
1967,1968,30,Nữ,Nhân viên văn phòng,Độc thân
1968,1969,28,Nữ,Nhân viên văn phòng,Đã kết hôn
1969,1970,18,Nữ,Công chức,Khác
1970,1971,23,Nam,Công chức,Độc thân
1971,1972,20,Nữ,Công chức,Độc thân
1972,1973,28,Nữ,Kinh doanh,Đã kết hôn
1973,1974,27,Nam,Sinh viên,Độc thân
1974,1975,24,Nữ,Công nhân,Khác
1975,1976,27,Nữ,Nhân viên văn phòng,Độc thân
1976,1977,19,Nữ,Công nhân,Độc thân
1977,1978,19,Nam,Thất nghiệp,Độc thân
1978,1979,30,Nam,Nhân viên văn phòng,Độc thân
1979,1980,21,Nam,Công chức,Độc thân
1980,1981,18,Nữ,Sinh viên,Độc thân
1981,1982,20,Nam,Sinh viên,Độc thân
1982,1983,30,Nữ,Nhân viên văn phòng,Độc thân
1983,1984,26,Nữ,Kinh doanh,Khác
1984,1985,24,Nữ,Thất nghiệp,Độc thân
1985,1986,24,Nam,Công chức,Độc thân
1986,1987,30,Nam,Sinh viên,Đã kết hôn
1987,1988,30,Nữ,Thất nghiệp,Độc thân
1988,1989,28,Nữ,Thất nghiệp,Độc thân
1989,1990,21,Nam,Sinh viên,Đã kết hôn
1990,1991,19,Nam,Công việc tự do,Đã kết hôn
1991,1992,21,Nam,Thất nghiệp,Đã kết hôn
1992,1993,23,Nữ,Sinh viên,Độc thân
1993,1994,28,Nam,Công việc tự do,Đã kết hôn
1994,1995,28,Nam,Sinh viên,Độc thân
1995,1996,20,Nam,Sinh viên,Độc thân
1996,1997,18,Nữ,Thất nghiệp,Đã kết hôn
1997,1998,29,Nam,Kinh doanh,Độc thân
1998,1999,25,Nữ,Kinh doanh,Đã kết hôn
1999,2000,29,Nữ,Công chức,Độc thân
2000,2001,30,Nữ,Sinh viên,Độc thân
2001,2002,22,Nam,Công chức,Đã kết hôn
2002,2003,22,Nam,Công chức,Độc thân
2003,2004,28,Nam,Công chức,Đã kết hôn
2004,2005,21,Nữ,Công chức,Khác
2005,2006,23,Nam,Nhân viên văn phòng,Đã kết hôn
2006,2007,20,Nữ,Thất nghiệp,Độc thân
2007,2008,26,Nam,Thất nghiệp,Độc thân
2008,2009,22,Nam,Nhân viên văn phòng,Đã kết hôn
2009,2010,20,Nam,Sinh viên,Đã kết hôn
2010,2011,28,Nam,Nhân viên văn phòng,Độc thân
2011,2012,18,Nữ,Sinh viên,Khác
2012,2013,27,Nữ,Kinh doanh,Độc thân
2013,2014,29,Nữ,Thất nghiệp,Khác
2014,2015,23,Nữ,Công nhân,Độc thân
2015,2016,19,Nam,Công việc tự do,Độc thân
2016,2017,30,Nữ,Thất nghiệp,Độc thân
2017,2018,20,Nữ,Nhân viên văn phòng,Độc thân
2018,2019,18,Nữ,Nhân viên văn phòng,Đã kết hôn
2019,2020,26,Nam,Kinh doanh,Độc thân
2020,2021,25,Nữ,Nhân viên văn phòng,Khác
2021,2022,29,Nữ,Sinh viên,Độc thân
2022,2023,19,Nam,Sinh viên,Độc thân
2023,2024,29,Nam,Công nhân,Độc thân
2024,2025,28,Nữ,Công nhân,Độc thân
2025,2026,25,Nữ,Thất nghiệp,Độc thân
2026,2027,29,Nam,Công nhân,Độc thân
2027,2028,26,Nữ,Sinh viên,Đã kết hôn
2028,2029,18,Nam,Công chức,Độc thân
2029,2030,30,Nữ,Công chức,Độc thân
2030,2031,22,Nữ,Công nhân,Đã kết hôn
2031,2032,25,Nữ,Công nhân,Độc thân
2032,2033,28,Nữ,Sinh viên,Độc thân
2033,2034,19,Nữ,Kinh doanh,Độc thân
2034,2035,21,Nam,Thất nghiệp,Độc thân
2035,2036,24,Nam,Nhân viên văn phòng,Độc thân
2036,2037,20,Nữ,Thất nghiệp,Độc thân
2037,2038,30,Nữ,Công việc tự do,Đã kết hôn
2038,2039,29,Nữ,Công chức,Đã kết hôn
2039,2040,22,Nam,Công chức,Độc thân
2040,2041,25,Nam,Sinh viên,Khác
2041,2042,29,Nam,Thất nghiệp,Độc thân
2042,2043,27,Nam,Sinh viên,Độc thân
2043,2044,20,Nam,Công việc tự do,Độc thân
2044,2045,21,Nam,Thất nghiệp,Độc thân
2045,2046,26,Nam,Công việc tự do,Độc thân
2046,2047,24,Nam,Công nhân,Độc thân
2047,2048,18,Nữ,Thất nghiệp,Đã kết hôn
2048,2049,29,Nam,Công việc tự do,Đã kết hôn
2049,2050,21,Nam,Nhân viên văn phòng,Độc thân
2050,2051,21,Nam,Nhân viên văn phòng,Đã kết hôn
2051,2052,26,Nam,Công chức,Đã kết hôn
2052,2053,23,Nữ,Nhân viên văn phòng,Độc thân
2053,2054,26,Nam,Thất nghiệp,Độc thân
2054,2055,29,Nữ,Nhân viên văn phòng,Độc thân
2055,2056,23,Nữ,Nhân viên văn phòng,Độc thân
2056,2057,23,Nữ,Công nhân,Độc thân
2057,2058,22,Nam,Công chức,Độc thân
2058,2059,22,Nam,Sinh viên,Độc thân
2059,2060,19,Nam,Công chức,Độc thân
2060,2061,25,Nữ,Công chức,Độc thân
2061,2062,25,Nữ,Công chức,Độc thân
2062,2063,28,Nữ,Công việc tự do,Độc thân
2063,2064,30,Nữ,Sinh viên,Độc thân
2064,2065,18,Nam,Công việc tự do,Độc thân
2065,2066,25,Nam,Công nhân,Đã kết hôn
2066,2067,22,Nam,Công nhân,Độc thân
2067,2068,19,Nữ,Kinh doanh,Độc thân
2068,2069,19,Nữ,Kinh doanh,Độc thân
2069,2070,23,Nam,Công nhân,Đã kết hôn
2070,2071,28,Nam,Công nhân,Đã kết hôn
2071,2072,30,Nữ,Công việc tự do,Độc thân
2072,2073,26,Nam,Công nhân,Độc thân
2073,2074,18,Nam,Thất nghiệp,Độc thân
2074,2075,29,Nữ,Sinh viên,Độc thân
2075,2076,23,Nữ,Công việc tự do,Khác
2076,2077,26,Nữ,Công nhân,Độc thân
2077,2078,25,Nam,Công việc tự do,Độc thân
2078,2079,28,Nữ,Công việc tự do,Độc thân
2079,2080,23,Nam,Nhân viên văn phòng,Độc thân
2080,2081,20,Nam,Kinh doanh,Đã kết hôn
2081,2082,25,Nữ,Công việc tự do,Độc thân
2082,2083,26,Nam,Công chức,Khác
2083,2084,18,Nữ,Thất nghiệp,Độc thân
2084,2085,29,Nữ,Thất nghiệp,Độc thân
2085,2086,26,Nam,Công việc tự do,Độc thân
2086,2087,23,Nam,Công chức,Độc thân
2087,2088,23,Nữ,Thất nghiệp,Độc thân
2088,2089,29,Nữ,Nhân viên văn phòng,Độc thân
2089,2090,21,Nữ,Công nhân,Đã kết hôn
2090,2091,18,Nữ,Công việc tự do,Độc thân
2091,2092,27,Nữ,Nhân viên văn phòng,Độc thân
2092,2093,25,Nữ,Sinh viên,Độc thân
2093,2094,19,Nam,Nhân viên văn phòng,Độc thân
2094,2095,29,Nam,Kinh doanh,Đã kết hôn
2095,2096,18,Nam,Kinh doanh,Độc thân
2096,2097,19,Nam,Công nhân,Đã kết hôn
2097,2098,18,Nữ,Công chức,Độc thân
2098,2099,18,Nam,Công nhân,Đã kết hôn
2099,2100,26,Nam,Thất nghiệp,Đã kết hôn
2100,2101,30,Nữ,Công chức,Đã kết hôn
2101,2102,18,Nam,Công chức,Độc thân
2102,2103,30,Nữ,Công chức,Độc thân
2103,2104,21,Nữ,Công chức,Độc thân
2104,2105,27,Nữ,Kinh doanh,Độc thân
2105,2106,23,Nữ,Thất nghiệp,Độc thân
2106,2107,24,Nữ,Kinh doanh,Đã kết hôn
2107,2108,19,Nam,Công việc tự do,Độc thân
2108,2109,23,Nam,Thất nghiệp,Khác
2109,2110,24,Nam,Kinh doanh,Độc thân
2110,2111,27,Nữ,Công nhân,Đã kết hôn
2111,2112,27,Nam,Kinh doanh,Độc thân
2112,2113,19,Nam,Thất nghiệp,Độc thân
2113,2114,19,Nam,Thất nghiệp,Khác
2114,2115,27,Nam,Công nhân,Độc thân
2115,2116,24,Nữ,Sinh viên,Đã kết hôn
2116,2117,29,Nam,Thất nghiệp,Độc thân
2117,2118,18,Nữ,Kinh doanh,Độc thân
2118,2119,25,Nữ,Công nhân,Đã kết hôn
2119,2120,28,Nam,Công chức,Độc thân
2120,2121,30,Nữ,Thất nghiệp,Đã kết hôn
2121,2122,20,Nữ,Nhân viên văn phòng,Độc thân
2122,2123,28,Nữ,Công chức,Đã kết hôn
2123,2124,23,Nữ,Công việc tự do,Độc thân
2124,2125,26,Nữ,Thất nghiệp,Độc thân
2125,2126,23,Nữ,Công nhân,Độc thân
2126,2127,26,Nữ,Công chức,Độc thân
2127,2128,24,Nam,Kinh doanh,Độc thân
2128,2129,26,Nam,Kinh doanh,Độc thân
2129,2130,19,Nữ,Thất nghiệp,Độc thân
2130,2131,29,Nữ,Sinh viên,Độc thân
2131,2132,25,Nam,Nhân viên văn phòng,Độc thân
2132,2133,25,Nam,Thất nghiệp,Độc thân
2133,2134,19,Nam,Công nhân,Độc thân
2134,2135,29,Nam,Công chức,Độc thân
2135,2136,21,Nữ,Nhân viên văn phòng,Độc thân
2136,2137,28,Nữ,Sinh viên,Đã kết hôn
2137,2138,24,Nam,Thất nghiệp,Độc thân
2138,2139,28,Nam,Công việc tự do,Đã kết hôn
2139,2140,21,Nam,Nhân viên văn phòng,Độc thân
2140,2141,21,Nam,Sinh viên,Đã kết hôn
2141,2142,23,Nữ,Thất nghiệp,Độc thân
2142,2143,27,Nam,Thất nghiệp,Độc thân
2143,2144,23,Nam,Công nhân,Đã kết hôn
2144,2145,27,Nam,Thất nghiệp,Đã kết hôn
2145,2146,20,Nữ,Công việc tự do,Độc thân
2146,2147,26,Nữ,Thất nghiệp,Độc thân
2147,2148,29,Nữ,Kinh doanh,Độc thân
2148,2149,27,Nam,Sinh viên,Độc thân
2149,2150,28,Nam,Kinh doanh,Đã kết hôn
2150,2151,19,Nam,Thất nghiệp,Độc thân
2151,2152,23,Nữ,Công việc tự do,Độc thân
2152,2153,29,Nữ,Sinh viên,Độc thân
2153,2154,24,Nam,Sinh viên,Độc thân
2154,2155,29,Nam,Thất nghiệp,Độc thân
2155,2156,30,Nữ,Công việc tự do,Đã kết hôn
2156,2157,26,Nam,Công nhân,Độc thân
2157,2158,30,Nam,Sinh viên,Đã kết hôn
2158,2159,20,Nam,Công việc tự do,Độc thân
2159,2160,27,Nữ,Nhân viên văn phòng,Độc thân
2160,2161,20,Nam,Kinh doanh,Độc thân
2161,2162,24,Nam,Sinh viên,Độc thân
2162,2163,21,Nam,Nhân viên văn phòng,Đã kết hôn
2163,2164,30,Nam,Sinh viên,Độc thân
2164,2165,25,Nữ,Công nhân,Độc thân
2165,2166,30,Nữ,Thất nghiệp,Độc thân
2166,2167,24,Nữ,Công việc tự do,Độc thân
2167,2168,22,Nam,Sinh viên,Đã kết hôn
2168,2169,24,Nữ,Công việc tự do,Độc thân
2169,2170,20,Nam,Công chức,Đã kết hôn
2170,2171,29,Nữ,Sinh viên,Độc thân
2171,2172,19,Nam,Công nhân,Độc thân
2172,2173,23,Nữ,Công nhân,Độc thân
2173,2174,19,Nữ,Thất nghiệp,Đã kết hôn
2174,2175,20,Nữ,Thất nghiệp,Đã kết hôn
2175,2176,23,Nam,Nhân viên văn phòng,Độc thân
