id,booking_code,customer_id,vehicle_id,scheduled_at,status,service_amount,reward_point_earned,reward_point_redeemed,promotion_id,hour_of_day,day_of_week,day_name,tier_rule_id,tier_code,wash_count,lifetime_spend
2454,FK240331011001989,195,235,1711894680,COMPLETED,80000.00,8,0,,21,1,Sunday,3,GOLD,28,1770000.00
3160,FK240401015400199,239,279,1711954200,COMPLETED,50000.00,5,0,,13,2,Monday,2,SILVER,11,680000.00
2331,FK240401010300214,188,228,1711987620,CANCELLED,30000.00,0,0,,23,2,Monday,1,MEMBER,5,220000.00
1862,FK240402006501787,150,190,1712039820,PENDING,80000.00,0,0,,13,3,Tuesday,2,SILVER,14,890000.00
3822,FK240402019800370,283,323,1712076420,COMPLETED,80000.00,8,0,,23,3,Tuesday,2,SILVER,11,530000.00
1574,FK240403005001841,135,175,1712123940,PENDING,80000.00,0,0,,12,4,Wednesday,3,GOLD,32,2190000.00
2761,FK240403013200093,217,257,1712134320,COMPLETED,30000.00,3,0,,15,4,Wednesday,1,MEMBER,3,90000.00
2632,FK240403011803359,203,243,1712166480,COMPLETED,80000.00,8,0,,0,5,Thursday,3,GOLD,35,2460000.00
3416,FK240405017200417,257,297,1712332500,COMPLETED,50000.00,5,0,,22,6,Friday,2,SILVER,20,1210000.00
3672,FK240405018800050,273,313,1712335620,COMPLETED,30000.00,3,0,,23,6,Friday,2,SILVER,13,680000.00
2988,FK240406014101442,226,266,1712379720,COMPLETED,80000.00,8,0,,12,7,Saturday,3,GOLD,27,1600000.00
3301,FK240406016401090,249,289,1712379720,COMPLETED,30000.00,3,0,,12,7,Saturday,2,SILVER,15,870000.00
3393,FK240406017100785,256,296,1712384040,COMPLETED,50000.00,5,0,,13,7,Saturday,2,SILVER,24,1420000.00
1397,FK240406003800082,123,163,1712386020,COMPLETED,80000.00,8,0,,13,7,Saturday,3,GOLD,35,2200000.00
1381,FK240406003501865,120,160,1712386980,COMPLETED,50000.00,5,0,,14,7,Saturday,2,SILVER,23,1290000.00
2484,FK240406011200385,197,237,1712388540,CANCELLED,50000.00,0,0,,14,7,Saturday,1,MEMBER,3,110000.00
1984,FK240406007800079,163,203,1712391420,COMPLETED,50000.00,5,0,,15,7,Saturday,1,MEMBER,3,110000.00
3107,FK240406015101573,236,276,1712392140,CANCELLED,50000.00,0,0,,15,7,Saturday,2,SILVER,19,1100000.00
1031,FK240406001102869,96,136,1712393880,COMPLETED,80000.00,8,0,,15,7,Saturday,4,PLATINUM,42,3070000.00
3650,FK240406018601596,271,311,1712398620,COMPLETED,80000.00,8,0,,17,7,Saturday,3,GOLD,30,1950000.00
2103,FK240406008801574,173,213,1712402760,COMPLETED,80000.00,8,0,,18,7,Saturday,4,PLATINUM,42,3070000.00
2475,FK240406011101150,196,236,1712402820,COMPLETED,50000.00,5,0,,18,7,Saturday,2,SILVER,15,810000.00
3121,FK240406015200516,237,277,1712404200,COMPLETED,50000.00,5,0,,18,7,Saturday,3,GOLD,25,1540000.00
2960,FK240406014000029,225,265,1712410380,COMPLETED,50000.00,5,0,,20,7,Saturday,1,MEMBER,10,460000.00
3848,FK240406019901133,284,324,1712411220,COMPLETED,80000.00,8,0,,20,7,Saturday,3,GOLD,24,1570000.00
3334,FK240406016800542,253,293,1712413200,COMPLETED,80000.00,8,0,,21,7,Saturday,3,GOLD,41,2880000.00
3202,FK240406015700143,242,282,1712417700,COMPLETED,30000.00,3,0,,22,7,Saturday,1,MEMBER,2,60000.00
2185,FK240406009301170,178,218,1712425680,COMPLETED,30000.00,3,0,,0,1,Sunday,2,SILVER,16,940000.00
3236,FK240407015902847,244,284,1712471520,COMPLETED,50000.00,5,0,,13,1,Sunday,3,GOLD,29,1990000.00
2897,FK240407013800296,223,263,1712472240,COMPLETED,80000.00,8,0,,13,1,Sunday,2,SILVER,23,1320000.00
2211,FK240407009500563,180,220,1712486100,COMPLETED,30000.00,3,0,,17,1,Sunday,1,MEMBER,8,450000.00
1916,FK240407006901439,154,194,1712490780,CANCELLED,50000.00,0,0,,18,1,Sunday,2,SILVER,17,1210000.00
2633,FK240407011803470,203,243,1712509920,COMPLETED,80000.00,8,0,,0,2,Monday,3,GOLD,35,2460000.00
1158,FK240407001801899,103,143,1712511420,COMPLETED,80000.00,8,0,,0,2,Monday,2,SILVER,22,1340000.00
1182,FK240408002000974,105,145,1712582820,COMPLETED,50000.00,5,0,,20,2,Monday,1,MEMBER,9,440000.00
3494,FK240409017600523,261,301,1712656080,COMPLETED,80000.00,8,0,,16,3,Tuesday,2,SILVER,9,520000.00
3613,FK240409018301182,268,308,1712682960,COMPLETED,30000.00,3,0,,0,4,Wednesday,2,SILVER,20,1090000.00
2250,FK240410010000176,185,225,1712739900,COMPLETED,30000.00,3,0,,16,4,Wednesday,2,SILVER,13,710000.00
1962,FK240410007600241,161,201,1712754540,COMPLETED,30000.00,3,0,,20,4,Wednesday,1,MEMBER,7,250000.00
2759,FK240410013101941,216,256,1712759820,COMPLETED,80000.00,8,0,,21,4,Wednesday,2,SILVER,16,930000.00
1713,FK240411005900270,144,184,1712813700,COMPLETED,50000.00,5,0,,12,5,Thursday,1,MEMBER,10,460000.00
2634,FK240411011803570,203,243,1712826360,CONFIRMED,50000.00,0,0,,16,5,Thursday,3,GOLD,35,2460000.00
2360,FK240411010500521,190,230,1712840700,COMPLETED,30000.00,3,0,,20,5,Thursday,2,SILVER,12,560000.00
3374,FK240411016900292,254,294,1712845260,COMPLETED,50000.00,5,0,,21,5,Thursday,1,MEMBER,5,210000.00
3446,FK240411017300695,258,298,1712852460,COMPLETED,80000.00,8,0,,23,5,Thursday,2,SILVER,12,610000.00
1877,FK240412006700670,152,192,1712914320,COMPLETED,80000.00,8,0,,16,6,Friday,1,MEMBER,8,470000.00
1541,FK240412004800671,133,173,1712931300,COMPLETED,50000.00,5,0,,21,6,Friday,2,SILVER,11,540000.00
2649,FK240413011901277,204,244,1712984940,COMPLETED,50000.00,5,0,,12,7,Saturday,2,SILVER,22,1190000.00
1932,FK240413007100168,156,196,1712990400,CANCELLED,50000.00,0,0,,13,7,Saturday,1,MEMBER,5,210000.00
2104,FK240413008801662,173,213,1712991660,COMPLETED,80000.00,8,0,,14,7,Saturday,4,PLATINUM,42,3070000.00
1922,FK240413007000212,155,195,1712993820,COMPLETED,80000.00,8,0,,14,7,Saturday,1,MEMBER,5,290000.00
3849,FK240413019901280,284,324,1712996580,COMPLETED,50000.00,5,0,,15,7,Saturday,3,GOLD,24,1570000.00
1398,FK240413003800112,123,163,1712997960,COMPLETED,80000.00,8,0,,15,7,Saturday,3,GOLD,35,2200000.00
3651,FK240413018601657,271,311,1713000540,COMPLETED,80000.00,8,0,,16,7,Saturday,3,GOLD,30,1950000.00
3746,FK240413019201212,277,317,1713003840,COMPLETED,80000.00,8,0,,17,7,Saturday,2,SILVER,16,960000.00
1496,FK240413004302015,128,168,1713009900,COMPLETED,50000.00,5,0,,19,7,Saturday,2,SILVER,19,1200000.00
1352,FK240413003401112,119,159,1713010860,COMPLETED,80000.00,8,0,,19,7,Saturday,2,SILVER,16,990000.00
3669,FK240413018700427,272,312,1713014520,CANCELLED,80000.00,0,0,,20,7,Saturday,1,MEMBER,3,130000.00
3302,FK240413016401190,249,289,1713017760,CANCELLED,30000.00,0,0,,21,7,Saturday,2,SILVER,15,870000.00
1505,FK240413004500011,130,170,1713019440,COMPLETED,50000.00,5,0,,21,7,Saturday,2,SILVER,11,550000.00
1315,FK240413003101554,116,156,1713021240,COMPLETED,30000.00,3,0,,22,7,Saturday,2,SILVER,23,1380000.00
1575,FK240413005001995,135,175,1713022440,COMPLETED,80000.00,8,0,,22,7,Saturday,3,GOLD,32,2190000.00
2052,FK240413008202234,167,207,1713023100,COMPLETED,50000.00,5,0,,22,7,Saturday,3,GOLD,25,1670000.00
3326,FK240413016700590,252,292,1713023640,CANCELLED,30000.00,0,0,,22,7,Saturday,1,MEMBER,5,260000.00
1460,FK240413004100137,126,166,1713023820,COMPLETED,30000.00,3,0,,22,7,Saturday,2,SILVER,11,550000.00
2317,FK240413010203766,187,227,1713023880,PENDING,80000.00,0,0,,22,7,Saturday,4,PLATINUM,45,3160000.00
3237,FK240413015902962,244,284,1713025320,COMPLETED,80000.00,8,0,,23,7,Saturday,3,GOLD,29,1990000.00
1032,FK240414001102940,96,136,1713076980,COMPLETED,50000.00,5,0,,13,1,Sunday,4,PLATINUM,42,3070000.00
1917,FK240414006901511,154,194,1713077580,COMPLETED,80000.00,8,0,,13,1,Sunday,2,SILVER,17,1210000.00
2681,FK240414012300578,208,248,1713100860,COMPLETED,50000.00,5,0,,20,1,Sunday,1,MEMBER,5,250000.00
3108,FK240414015101680,236,276,1713108660,COMPLETED,80000.00,8,0,,22,1,Sunday,2,SILVER,19,1100000.00
2476,FK240415011101288,196,236,1713160500,COMPLETED,80000.00,8,0,,12,2,Monday,2,SILVER,15,810000.00
1600,FK240415005300071,138,178,1713187380,CANCELLED,80000.00,0,0,,20,2,Monday,1,MEMBER,5,190000.00
2455,FK240415011002016,195,235,1713192720,COMPLETED,80000.00,8,0,,21,2,Monday,3,GOLD,28,1770000.00
1534,FK240415004701164,132,172,1713197340,COMPLETED,30000.00,3,0,,23,2,Monday,1,MEMBER,10,490000.00
2318,FK240416010203889,187,227,1713249780,COMPLETED,80000.00,8,0,,13,3,Tuesday,4,PLATINUM,45,3160000.00
3122,FK240416015200651,237,277,1713273840,COMPLETED,50000.00,5,0,,20,3,Tuesday,3,GOLD,25,1540000.00
3181,FK240417015600068,241,281,1713343860,CANCELLED,50000.00,0,0,,15,4,Wednesday,2,SILVER,15,930000.00
1382,FK240417003501971,120,160,1713367380,CONFIRMED,80000.00,0,0,,22,4,Wednesday,2,SILVER,23,1290000.00
3380,FK240417017000212,255,295,1713369360,COMPLETED,50000.00,5,0,,22,4,Wednesday,1,MEMBER,5,210000.00
962,FK240418000600968,91,131,1713426780,CANCELLED,50000.00,0,0,,14,5,Thursday,2,SILVER,12,600000.00
1399,FK240418003800238,123,163,1713430380,COMPLETED,50000.00,5,0,,15,5,Thursday,3,GOLD,35,2200000.00
2498,FK240419011301050,198,238,1713507960,COMPLETED,50000.00,5,0,,13,6,Friday,2,SILVER,9,560000.00
3335,FK240420016800621,253,293,1713593520,COMPLETED,80000.00,8,0,,13,7,Saturday,3,GOLD,41,2880000.00
902,FK240420000000332,85,125,1713595260,PENDING,30000.00,0,0,,13,7,Saturday,1,MEMBER,2,100000.00
1033,FK240420001103099,96,136,1713596940,COMPLETED,80000.00,8,0,,14,7,Saturday,4,PLATINUM,42,3070000.00
2105,FK240420008801710,173,213,1713600180,COMPLETED,80000.00,8,0,,15,7,Saturday,4,PLATINUM,42,3070000.00
1576,FK240420005002043,135,175,1713602820,COMPLETED,80000.00,8,0,,15,7,Saturday,3,GOLD,32,2190000.00
3077,FK240420014700382,232,272,1713608160,COMPLETED,50000.00,5,0,,17,7,Saturday,1,MEMBER,4,160000.00
2989,FK240420014101541,226,266,1713613920,COMPLETED,50000.00,5,0,,18,7,Saturday,3,GOLD,27,1600000.00
3417,FK240420017200581,257,297,1713616620,CONFIRMED,80000.00,0,0,,19,7,Saturday,2,SILVER,20,1210000.00
2699,FK240420012501185,210,250,1713621420,COMPLETED,50000.00,5,0,,20,7,Saturday,2,SILVER,13,710000.00
2841,FK240420013600070,221,261,1713628980,CANCELLED,80000.00,0,0,,23,7,Saturday,3,GOLD,41,2960000.00
2635,FK240420011803618,203,243,1713629400,COMPLETED,50000.00,5,0,,23,7,Saturday,3,GOLD,35,2460000.00
3238,FK240420015903094,244,284,1713633180,COMPLETED,80000.00,8,0,,0,1,Sunday,3,GOLD,29,1990000.00
1518,FK240421004600146,131,171,1713690900,COMPLETED,30000.00,3,0,,16,1,Sunday,1,MEMBER,4,160000.00
3747,FK240421019201329,277,317,1713697020,COMPLETED,50000.00,5,0,,17,1,Sunday,2,SILVER,16,960000.00
2898,FK240421013800310,223,263,1713699480,PENDING,80000.00,0,0,,18,1,Sunday,2,SILVER,23,1320000.00
1316,FK240421003101698,116,156,1713712620,COMPLETED,50000.00,5,0,,22,1,Sunday,2,SILVER,23,1380000.00
3336,FK240422016800715,253,293,1713767820,COMPLETED,80000.00,8,0,,13,2,Monday,3,GOLD,41,2880000.00
2760,FK240422013102087,216,256,1713775380,PENDING,80000.00,0,0,,15,2,Monday,2,SILVER,16,930000.00
3109,FK240422015101743,236,276,1713800520,CONFIRMED,50000.00,0,0,,22,2,Monday,2,SILVER,19,1100000.00
1990,FK240423007900062,164,204,1713856620,COMPLETED,50000.00,5,0,,14,3,Tuesday,2,SILVER,14,660000.00
3029,FK240423014401062,229,269,1713858780,CANCELLED,50000.00,0,0,,14,3,Tuesday,2,SILVER,10,590000.00
2186,FK240423009301212,178,218,1713876180,COMPLETED,80000.00,8,0,,19,3,Tuesday,2,SILVER,16,940000.00
1159,FK240423001801991,103,143,1713879660,COMPLETED,50000.00,5,0,,20,3,Tuesday,2,SILVER,22,1340000.00
2373,FK240424010600112,191,231,1713959880,COMPLETED,50000.00,5,0,,18,4,Wednesday,1,MEMBER,9,440000.00
3154,FK240425015300916,238,278,1714021800,CANCELLED,50000.00,0,0,,12,5,Thursday,2,SILVER,12,600000.00
1183,FK240425002001080,105,145,1714027680,CANCELLED,80000.00,0,0,,13,5,Thursday,1,MEMBER,9,440000.00
1400,FK240425003800359,123,163,1714040220,COMPLETED,80000.00,8,0,,17,5,Thursday,3,GOLD,35,2200000.00
2085,FK240425008700317,172,212,1714040940,PENDING,50000.00,0,0,,17,5,Thursday,1,MEMBER,3,110000.00
3394,FK240425017100894,256,296,1714060920,PENDING,50000.00,0,0,,23,5,Thursday,2,SILVER,24,1420000.00
2722,FK240426012800099,213,253,1714117560,COMPLETED,30000.00,3,0,,14,6,Friday,1,MEMBER,4,140000.00
3850,FK240426019901333,284,324,1714117620,COMPLETED,50000.00,5,0,,14,6,Friday,3,GOLD,24,1570000.00
3614,FK240426018301233,268,308,1714133760,COMPLETED,80000.00,8,0,,19,6,Friday,2,SILVER,20,1090000.00
3303,FK240426016401249,249,289,1714144800,CONFIRMED,50000.00,0,0,,22,6,Friday,2,SILVER,15,870000.00
2636,FK240427011803727,203,243,1714198860,COMPLETED,80000.00,8,0,,13,7,Saturday,3,GOLD,35,2460000.00
2842,FK240427013600170,221,261,1714200120,COMPLETED,80000.00,8,0,,13,7,Saturday,3,GOLD,41,2960000.00
2319,FK240427010203913,187,227,1714200480,COMPLETED,50000.00,5,0,,13,7,Saturday,4,PLATINUM,45,3160000.00
3673,FK240427018800127,273,313,1714200900,COMPLETED,50000.00,5,0,,13,7,Saturday,2,SILVER,13,680000.00
1577,FK240427005002136,135,175,1714203120,COMPLETED,30000.00,3,0,,14,7,Saturday,3,GOLD,32,2190000.00
2106,FK240427008801855,173,213,1714210320,COMPLETED,80000.00,8,0,,16,7,Saturday,4,PLATINUM,42,3070000.00
2320,FK240427010204097,187,227,1714214880,COMPLETED,80000.00,8,0,,17,7,Saturday,4,PLATINUM,45,3160000.00
1497,FK240427004302199,128,168,1714224120,COMPLETED,50000.00,5,0,,20,7,Saturday,2,SILVER,19,1200000.00
1034,FK240427001103178,96,136,1714230300,COMPLETED,80000.00,8,0,,22,7,Saturday,4,PLATINUM,42,3070000.00
2650,FK240427011901334,204,244,1714231200,COMPLETED,80000.00,8,0,,22,7,Saturday,2,SILVER,22,1190000.00
2053,FK240427008202373,167,207,1714231500,CANCELLED,50000.00,0,0,,22,7,Saturday,3,GOLD,25,1670000.00
3239,FK240427015903118,244,284,1714235700,PENDING,80000.00,0,0,,23,7,Saturday,3,GOLD,29,1990000.00
1035,FK240427001103214,96,136,1714239000,COMPLETED,80000.00,8,0,,0,1,Sunday,4,PLATINUM,42,3070000.00
3652,FK240428018601796,271,311,1714286520,COMPLETED,50000.00,5,0,,13,1,Sunday,3,GOLD,30,1950000.00
1353,FK240428003401268,119,159,1714291740,COMPLETED,50000.00,5,0,,15,1,Sunday,2,SILVER,16,990000.00
922,FK240428000300319,88,128,1714292280,COMPLETED,50000.00,5,0,,15,1,Sunday,2,SILVER,10,510000.00
3327,FK240428016700679,252,292,1714303500,COMPLETED,50000.00,5,0,,18,1,Sunday,1,MEMBER,5,260000.00
1461,FK240428004100275,126,166,1714319160,COMPLETED,50000.00,5,0,,22,1,Sunday,2,SILVER,11,550000.00
1317,FK240428003101727,116,156,1714324800,COMPLETED,50000.00,5,0,,0,2,Monday,2,SILVER,23,1380000.00
2736,FK240429013000054,215,255,1714373040,CANCELLED,80000.00,0,0,,13,2,Monday,1,MEMBER,2,80000.00
2072,FK240430008400961,169,209,1714476720,CANCELLED,50000.00,0,0,,18,3,Tuesday,1,MEMBER,9,410000.00
2456,FK240501011002199,195,235,1714553340,CANCELLED,80000.00,0,0,,15,4,Wednesday,3,GOLD,28,1770000.00
2682,FK240501012300645,208,248,1714558620,COMPLETED,50000.00,5,0,,17,4,Wednesday,1,MEMBER,5,250000.00
1947,FK240501007400114,159,199,1714560360,COMPLETED,30000.00,3,0,,17,4,Wednesday,1,MEMBER,2,60000.00
2700,FK240501012501246,210,250,1714566540,COMPLETED,50000.00,5,0,,19,4,Wednesday,2,SILVER,13,710000.00
1918,FK240502006901674,154,194,1714638300,COMPLETED,80000.00,8,0,,15,5,Thursday,2,SILVER,17,1210000.00
2321,FK240502010204130,187,227,1714661580,COMPLETED,80000.00,8,0,,21,5,Thursday,4,PLATINUM,45,3160000.00
1393,FK240503003700138,122,162,1714718820,CONFIRMED,50000.00,0,0,,13,6,Friday,1,MEMBER,2,110000.00
3033,FK240503014500098,230,270,1714729620,COMPLETED,50000.00,5,0,,16,6,Friday,1,MEMBER,1,50000.00
915,FK240503000200098,87,127,1714732260,COMPLETED,30000.00,3,0,,17,6,Friday,1,MEMBER,3,130000.00
1401,FK240504003800442,123,163,1714805340,COMPLETED,50000.00,5,0,,13,7,Saturday,3,GOLD,35,2200000.00
2844,FK240504013600391,221,261,1714807860,COMPLETED,80000.00,8,0,,14,7,Saturday,3,GOLD,41,2960000.00
3495,FK240504017600635,261,301,1714815780,CANCELLED,50000.00,0,0,,16,7,Saturday,2,SILVER,9,520000.00
1139,FK240504001700393,102,142,1714818480,COMPLETED,30000.00,3,0,,17,7,Saturday,1,MEMBER,2,60000.00
2215,FK240504009600142,181,221,1714821540,COMPLETED,50000.00,5,0,,18,7,Saturday,1,MEMBER,3,130000.00
2251,FK240504010000250,185,225,1714825740,COMPLETED,80000.00,8,0,,19,7,Saturday,2,SILVER,13,710000.00
3337,FK240504016800859,253,293,1714831380,COMPLETED,80000.00,8,0,,21,7,Saturday,3,GOLD,41,2880000.00
3748,FK240504019201416,277,317,1714833360,PENDING,50000.00,0,0,,21,7,Saturday,2,SILVER,16,960000.00
2843,FK240504013600257,221,261,1714836660,PENDING,80000.00,0,0,,22,7,Saturday,3,GOLD,41,2960000.00
2990,FK240504014101623,226,266,1714840140,CANCELLED,80000.00,0,0,,23,7,Saturday,3,GOLD,27,1600000.00
2212,FK240504009500686,180,220,1714840320,COMPLETED,30000.00,3,0,,23,7,Saturday,1,MEMBER,8,450000.00
1036,FK240504001103358,96,136,1714843920,COMPLETED,50000.00,5,0,,0,1,Sunday,4,PLATINUM,42,3070000.00
2187,FK240504009301387,178,218,1714845480,COMPLETED,50000.00,5,0,,0,1,Sunday,2,SILVER,16,940000.00
1502,FK240504004400341,129,169,1714845540,COMPLETED,80000.00,8,0,,0,1,Sunday,1,MEMBER,5,240000.00
3123,FK240505015200776,237,277,1714888080,COMPLETED,30000.00,3,0,,12,1,Sunday,3,GOLD,25,1540000.00
3823,FK240505019800438,283,323,1714891980,COMPLETED,80000.00,8,0,,13,1,Sunday,2,SILVER,11,530000.00
1383,FK240505003502052,120,160,1714893360,COMPLETED,80000.00,8,0,,14,1,Sunday,2,SILVER,23,1290000.00
2245,FK240505009900325,184,224,1714902300,COMPLETED,50000.00,5,0,,16,1,Sunday,1,MEMBER,3,110000.00
2899,FK240505013800459,223,263,1714922460,COMPLETED,80000.00,8,0,,22,1,Sunday,2,SILVER,23,1320000.00
1578,FK240506005002249,135,175,1714978080,COMPLETED,80000.00,8,0,,13,2,Monday,3,GOLD,32,2190000.00
2587,FK240506011700077,202,242,1714993860,COMPLETED,50000.00,5,0,,18,2,Monday,1,MEMBER,9,420000.00
3161,FK240506015400264,239,279,1714996860,CANCELLED,80000.00,0,0,,19,2,Monday,2,SILVER,11,680000.00
3182,FK240506015600193,241,281,1714999500,COMPLETED,80000.00,8,0,,19,2,Monday,2,SILVER,15,930000.00
3110,FK240506015101882,236,276,1715000880,COMPLETED,80000.00,8,0,,20,2,Monday,2,SILVER,19,1100000.00
3851,FK240506019901452,284,324,1715010180,COMPLETED,80000.00,8,0,,22,2,Monday,3,GOLD,24,1570000.00
1714,FK240507005900382,144,184,1715096520,COMPLETED,50000.00,5,0,,22,3,Tuesday,1,MEMBER,10,460000.00
3418,FK240507017200687,257,297,1715103120,COMPLETED,50000.00,5,0,,0,4,Wednesday,2,SILVER,20,1210000.00
3265,FK240508016200080,247,287,1715145060,COMPLETED,30000.00,3,0,,12,4,Wednesday,2,SILVER,14,720000.00
1878,FK240508006700785,152,192,1715169720,COMPLETED,80000.00,8,0,,19,4,Wednesday,1,MEMBER,8,470000.00
3088,FK240508014900463,234,274,1715176080,CANCELLED,30000.00,0,0,,20,4,Wednesday,1,MEMBER,5,170000.00
1919,FK240509006901767,154,194,1715252700,COMPLETED,80000.00,8,0,,18,5,Thursday,2,SILVER,17,1210000.00
3395,FK240509017100944,256,296,1715268360,COMPLETED,50000.00,5,0,,22,5,Thursday,2,SILVER,24,1420000.00
1354,FK240510003401317,119,159,1715357400,COMPLETED,50000.00,5,0,,23,6,Friday,2,SILVER,16,990000.00
2845,FK240511013600418,221,261,1715411700,COMPLETED,80000.00,8,0,,14,7,Saturday,3,GOLD,41,2960000.00
3653,FK240511018601860,271,311,1715413260,COMPLETED,80000.00,8,0,,14,7,Saturday,3,GOLD,30,1950000.00
3304,FK240511016401398,249,289,1715413800,PENDING,80000.00,0,0,,14,7,Saturday,2,SILVER,15,870000.00
2322,FK240511010204220,187,227,1715416800,COMPLETED,50000.00,5,0,,15,7,Saturday,4,PLATINUM,45,3160000.00
1160,FK240511001802010,103,143,1715419920,COMPLETED,50000.00,5,0,,16,7,Saturday,2,SILVER,22,1340000.00
2054,FK240511008202437,167,207,1715420640,COMPLETED,80000.00,8,0,,16,7,Saturday,3,GOLD,25,1670000.00
1506,FK240511004500127,130,170,1715420880,COMPLETED,50000.00,5,0,,16,7,Saturday,2,SILVER,11,550000.00
2108,FK240511008802048,173,213,1715421960,COMPLETED,50000.00,5,0,,17,7,Saturday,4,PLATINUM,42,3070000.00
2961,FK240511014000172,225,265,1715424060,COMPLETED,50000.00,5,0,,17,7,Saturday,1,MEMBER,10,460000.00
963,FK240511000601086,91,131,1715424120,COMPLETED,50000.00,5,0,,17,7,Saturday,2,SILVER,12,600000.00
2668,FK240511012100480,206,246,1715425800,COMPLETED,30000.00,3,0,,18,7,Saturday,1,MEMBER,7,230000.00
2361,FK240511010500612,190,230,1715425860,PENDING,50000.00,0,0,,18,7,Saturday,2,SILVER,12,560000.00
2374,FK240511010600254,191,231,1715436420,CONFIRMED,50000.00,0,0,,21,7,Saturday,1,MEMBER,9,440000.00
1402,FK240511003800591,123,163,1715439300,COMPLETED,50000.00,5,0,,21,7,Saturday,3,GOLD,35,2200000.00
3338,FK240511016800936,253,293,1715440500,COMPLETED,80000.00,8,0,,22,7,Saturday,3,GOLD,41,2880000.00
2107,FK240511008801950,173,213,1715446860,COMPLETED,80000.00,8,0,,0,1,Sunday,4,PLATINUM,42,3070000.00
1037,FK240511001103465,96,136,1715448180,PENDING,50000.00,0,0,,0,1,Sunday,4,PLATINUM,42,3070000.00
2188,FK240511009301415,178,218,1715448840,COMPLETED,80000.00,8,0,,0,1,Sunday,2,SILVER,16,940000.00
3015,FK240511014300249,228,268,1715450100,CANCELLED,30000.00,0,0,,0,1,Sunday,1,MEMBER,1,50000.00
3240,FK240511015903243,244,284,1715450280,COMPLETED,80000.00,8,0,,0,1,Sunday,3,GOLD,29,1990000.00
2651,FK240512011901475,204,244,1715506560,COMPLETED,50000.00,5,0,,16,1,Sunday,2,SILVER,22,1190000.00
1938,FK240513007200074,157,197,1715592000,COMPLETED,30000.00,3,0,,16,2,Monday,1,MEMBER,3,90000.00
3633,FK240513018500160,270,310,1715603880,COMPLETED,30000.00,3,0,,19,2,Monday,1,MEMBER,3,110000.00
3615,FK240513018301316,268,308,1715617380,COMPLETED,50000.00,5,0,,23,2,Monday,2,SILVER,20,1090000.00
2891,FK240514013700110,222,262,1715662860,CONFIRMED,50000.00,0,0,,12,3,Tuesday,1,MEMBER,3,90000.00
3419,FK240514017200764,257,297,1715674920,COMPLETED,80000.00,8,0,,15,3,Tuesday,2,SILVER,20,1210000.00
3447,FK240514017300776,258,298,1715704860,COMPLETED,30000.00,3,0,,23,3,Tuesday,2,SILVER,12,610000.00
1923,FK240516007000366,155,195,1715858400,PENDING,50000.00,0,0,,18,5,Thursday,1,MEMBER,5,290000.00
2846,FK240516013600542,221,261,1715859480,COMPLETED,80000.00,8,0,,18,5,Thursday,3,GOLD,41,2960000.00
3030,FK240517014401186,229,269,1715934420,COMPLETED,50000.00,5,0,,15,6,Friday,2,SILVER,10,590000.00
2324,FK240517010204485,187,227,1715943540,COMPLETED,80000.00,8,0,,17,6,Friday,4,PLATINUM,45,3160000.00
1542,FK240518004800787,133,173,1716008580,COMPLETED,50000.00,5,0,,12,7,Saturday,2,SILVER,11,540000.00
3381,FK240518017000334,255,295,1716011040,CANCELLED,50000.00,0,0,,12,7,Saturday,1,MEMBER,5,210000.00
3328,FK240518016700769,252,292,1716013020,COMPLETED,50000.00,5,0,,13,7,Saturday,1,MEMBER,5,260000.00
3339,FK240518016801087,253,293,1716013860,COMPLETED,50000.00,5,0,,13,7,Saturday,3,GOLD,41,2880000.00
3111,FK240518015101997,236,276,1716014400,COMPLETED,30000.00,3,0,,13,7,Saturday,2,SILVER,19,1100000.00
1579,FK240518005002379,135,175,1716015060,COMPLETED,80000.00,8,0,,13,7,Saturday,3,GOLD,32,2190000.00
1403,FK240518003800630,123,163,1716018180,COMPLETED,50000.00,5,0,,14,7,Saturday,3,GOLD,35,2200000.00
1462,FK240518004100360,126,166,1716018540,COMPLETED,50000.00,5,0,,14,7,Saturday,2,SILVER,11,550000.00
1498,FK240518004302224,128,168,1716023520,COMPLETED,80000.00,8,0,,16,7,Saturday,2,SILVER,19,1200000.00
3852,FK240518019901595,284,324,1716027480,COMPLETED,50000.00,5,0,,17,7,Saturday,3,GOLD,24,1570000.00
1184,FK240518002001142,105,145,1716032400,COMPLETED,30000.00,3,0,,18,7,Saturday,1,MEMBER,9,440000.00
1933,FK240518007100248,156,196,1716038400,CANCELLED,30000.00,0,0,,20,7,Saturday,1,MEMBER,5,210000.00
2213,FK240518009500766,180,220,1716039360,COMPLETED,50000.00,5,0,,20,7,Saturday,1,MEMBER,8,450000.00
1038,FK240518001103580,96,136,1716043140,CANCELLED,80000.00,0,0,,21,7,Saturday,4,PLATINUM,42,3070000.00
2477,FK240518011101359,196,236,1716043440,PENDING,50000.00,0,0,,21,7,Saturday,2,SILVER,15,810000.00
1318,FK240518003101859,116,156,1716044760,COMPLETED,30000.00,3,0,,22,7,Saturday,2,SILVER,23,1380000.00
2457,FK240518011002227,195,235,1716045720,COMPLETED,50000.00,5,0,,22,7,Saturday,3,GOLD,28,1770000.00
3183,FK240518015600242,241,281,1716047040,CONFIRMED,50000.00,0,0,,22,7,Saturday,2,SILVER,15,930000.00
